Provider_ID,Measure_ID,Value,Footnote,Start_Date,End_Date
"110030","MSPB-1","  .957000","","01012015","12312015"
"110032","MSPB-1","  .944798","","01012015","12312015"
"110034","MSPB-1"," 1.023545","","01012015","12312015"
"110036","MSPB-1","  .980356","","01012015","12312015"
"110038","MSPB-1","  .995163","","01012015","12312015"
"110039","MSPB-1","  .969010","","01012015","12312015"
"110041","MSPB-1","  .950566","","01012015","12312015"
"110042","MSPB-1","  .894618","","01012015","12312015"
"110044","MSPB-1","  .905872","","01012015","12312015"
"110045","MSPB-1","  .942267","","01012015","12312015"
"110046","MSPB-1","  .979690","","01012015","12312015"
"050758","MSPB-1"," 1.140129","","01012015","12312015"
"050760","MSPB-1","  .771737","","01012015","12312015"
"050761","MSPB-1"," 1.026834","","01012015","12312015"
"050763","MSPB-1"," 1.461380","","01012015","12312015"
"050764","MSPB-1","  .917183","","01012015","12312015"
"050765","MSPB-1","  .997851","","01012015","12312015"
"050766","MSPB-1","  .913472","","01012015","12312015"
"050767","MSPB-1","  .811426","","01012015","12312015"
"050769","MSPB-1","  .949939","","01012015","12312015"
"050770","MSPB-1","  .989280","","01012015","12312015"
"050771","MSPB-1"," 1.196381","","01012015","12312015"
"050772","MSPB-1","  .782878","","01012015","12312015"
"050773","MSPB-1"," 1.020756","","01012015","12312015"
"050775","MSPB-1","  .932183","","01012015","12312015"
"050776","MSPB-1"," 1.148648","","01012015","12312015"
"050777","MSPB-1","  .840205","","01012015","12312015"
"050778","MSPB-1","Not Available","1-The number of cases/patients is too few to report","01012015","12312015"
"050779","MSPB-1","  .868687","","01012015","12312015"
"050780","MSPB-1","Not Available","1-The number of cases/patients is too few to report","01012015","12312015"
"060001","MSPB-1"," 1.019962","","01012015","12312015"
"060003","MSPB-1"," 1.019965","","01012015","12312015"
"060004","MSPB-1","  .948799","","01012015","12312015"
"060006","MSPB-1","  .994112","","01012015","12312015"
"060008","MSPB-1","  .990833","","01012015","12312015"
"060009","MSPB-1","  .940339","","01012015","12312015"
"060010","MSPB-1","  .927043","","01012015","12312015"
"060011","MSPB-1","  .951771","","01012015","12312015"
"060012","MSPB-1"," 1.017752","","01012015","12312015"
"060013","MSPB-1","  .964283","","01012015","12312015"
"060014","MSPB-1"," 1.042212","","01012015","12312015"
"060015","MSPB-1"," 1.009523","","01012015","12312015"
"060016","MSPB-1","  .895807","","01012015","12312015"
"060020","MSPB-1","  .973952","","01012015","12312015"
"060022","MSPB-1"," 1.033920","","01012015","12312015"
"060023","MSPB-1","  .973254","","01012015","12312015"
"060024","MSPB-1","  .974670","","01012015","12312015"
"060027","MSPB-1","  .951764","","01012015","12312015"
"060028","MSPB-1","  .953052","","01012015","12312015"
"060030","MSPB-1","  .976289","","01012015","12312015"
"060031","MSPB-1"," 1.017820","","01012015","12312015"
"060032","MSPB-1","  .968962","","01012015","12312015"
"060034","MSPB-1"," 1.026441","","01012015","12312015"
"060036","MSPB-1","  .834459","","01012015","12312015"
"060043","MSPB-1","Not Available","1-The number of cases/patients is too few to report","01012015","12312015"
"060044","MSPB-1","  .983738","","01012015","12312015"
"060049","MSPB-1","  .907108","","01012015","12312015"
"060054","MSPB-1","  .942141","","01012015","12312015"
"060064","MSPB-1","  .932536","","01012015","12312015"
"060065","MSPB-1","  .997384","","01012015","12312015"
"060071","MSPB-1","  .919029","","01012015","12312015"
"060075","MSPB-1"," 1.005090","","01012015","12312015"
"060076","MSPB-1","  .949325","","01012015","12312015"
"060096","MSPB-1","  .910731","","01012015","12312015"
"060100","MSPB-1"," 1.039758","","01012015","12312015"
"060103","MSPB-1","  .966420","","01012015","12312015"
"060104","MSPB-1","  .918076","","01012015","12312015"
"060107","MSPB-1","Not Available","1-The number of cases/patients is too few to report","01012015","12312015"
"060112","MSPB-1","  .979748","","01012015","12312015"
"060113","MSPB-1"," 1.001625","","01012015","12312015"
"060114","MSPB-1"," 1.003885","","01012015","12312015"
"060116","MSPB-1","  .959621","","01012015","12312015"
"060117","MSPB-1","  .934079","","01012015","12312015"
"060118","MSPB-1","  .916256","","01012015","12312015"
"060119","MSPB-1"," 1.003960","","01012015","12312015"
"060125","MSPB-1","  .959248","","01012015","12312015"
"060126","MSPB-1","  .863646","","01012015","12312015"
"070002","MSPB-1"," 1.039586","","01012015","12312015"
"070004","MSPB-1","  .923876","","01012015","12312015"
"070005","MSPB-1"," 1.014117","","01012015","12312015"
"070007","MSPB-1"," 1.038096","","01012015","12312015"
"070008","MSPB-1"," 1.042596","","01012015","12312015"
"070010","MSPB-1"," 1.023211","","01012015","12312015"
"070012","MSPB-1","  .957943","","01012015","12312015"
"070016","MSPB-1"," 1.024759","","01012015","12312015"
"070018","MSPB-1"," 1.001311","","01012015","12312015"
"070019","MSPB-1"," 1.021900","","01012015","12312015"
"070020","MSPB-1","  .988839","","01012015","12312015"
"070022","MSPB-1"," 1.014935","","01012015","12312015"
"070024","MSPB-1","  .995510","","01012015","12312015"
"070025","MSPB-1","  .997470","","01012015","12312015"
"070028","MSPB-1"," 1.057938","","01012015","12312015"
"070029","MSPB-1"," 1.039575","","01012015","12312015"
"070033","MSPB-1"," 1.031115","","01012015","12312015"
